,count
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline12"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline13"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline11"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline12"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001925_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001925_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002608_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001925_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline11"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline12"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline13"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline14"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002608_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002608_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002608_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002608_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002608_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002608_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002530_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002323_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002323_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline13"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001925_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002062_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002062_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002062_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline11"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline12"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002323_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002190_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002323_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112016006030_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112016006030_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112016006030_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008637_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008637_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline11"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline12"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline13"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline14"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline15"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline16"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline17"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline18"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline19"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline20"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008637_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008637_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008637_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018007851_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018007097_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018007097_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018007097_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018007097_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018007097_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800719X_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800719X_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018007851_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018007851_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008637_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018007851_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008157_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008157_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008157_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008157_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008170_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008170_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008637_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008844_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018007097_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112018008960_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800900X_inline14"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800900X_inline15"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800900X_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800900X_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800900X_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800900X_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800900X_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800900X_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800900X_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201800900X_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022143000012016_eqn1"" />",1
